Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label.1
10.152.152.11-206.225.87.188-50687-80-6,10.152.152.11,50687,206.225.87.188,80,6,24/02/2016 02:00:34 PM,5707224,6,6,381,1057,381,0,63.5,155.5425986667,498,0,176.1666666667,250.4080004047,251.9613738658,2.1025983911,518838.545454546,1344046.39936286,4515182,15,1192042,238408.4,297871.874966906,700913,194,5706981,1141396.2,1904729.16794047,4515197,335,0,0,0,0,132,132,1.0512991955,1.0512991955,0,498,110.6153846154,201.209898059,40485.4230769231,1,2,0,4,11,0,0,0,1,119.8333333333,63.5,176.1666666667,0,0,0,0,4,1206,0,31,0,88,14600,980,1,20,0,0,0,0,1456336834915640.0,523057.162263454,1456336835582798.0,1456336834390804.0,Non-Tor,Browsing
195.138.255.33-10.152.152.11-80-47257-6,195.138.255.33,80,10.152.152.11,47257,6,24/02/2016 02:27:06 PM,14,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.142857143,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,71428.5714285714,71428.5714285714,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1381,2163,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-66.220.146.36-50509-443-6,10.152.152.11,50509,66.220.146.36,443,6,23/02/2016 02:00:20 PM,73956873,43,45,1535,38895,626,0,35.6976744186,120.5458882955,1460,0,864.3333333333,589.0809868693,546.6699491202,1.1898826496,850079.0,6338734.68337309,58209269,4,73956873,1760877.92857143,9090514.48773532,58209269,14,73956745,1680835.11363636,8884409.70913504,58209930,4,0,0,0,0,872,912,0.581419931,0.6084627185,0,1460,454.2696629213,595.3031650124,354385.858273749,0,2,0,27,87,0,0,0,1,459.4318181818,35.6976744186,864.3333333333,0,0,0,0,20,15459,0,17,0,441,14600,1192,6,20,0,0,0,0,1456250444663640.0,32785089.8284499,1456250494659440.0,1456250420702613.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-59455-53-17,10.152.152.11,59455,10.152.152.10,53,17,24/02/2016 02:14:41 PM,748244,2,2,78,94,39,39,39.0,0.0,55,39,47.0,11.313708499,229.8715392305,5.3458497495,249414.666666667,431900.148434026,748130,36,36,36.0,0.0,36,36,78,78.0,0.0,78,78,0,0,0,0,16,16,2.6729248748,2.6729248748,39,55,42.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,52.75,39.0,47.0,0,0,0,0,4,229,0,19,0,23,0,0,1,8,0,0,0,0,1456337682135780.0,528927.186036037,1456337682509788.0,1456337681761772.0,Non-Tor,Browsing
104.71.250.63-10.152.152.11-80-51476-6,104.71.250.63,80,10.152.152.11,51476,6,24/02/2016 01:46:14 PM,16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,980,1014,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-45555-53-17,10.152.152.11,45555,10.152.152.10,53,17,23/02/2016 02:44:38 PM,275581,2,2,70,114,35,35,35.0,0.0,63,51,57.0,8.4852813742,667.6802827481,14.5147887554,91860.3333333333,158956.955224782,275408,22,151,151.0,0.0,151,151,22,22.0,0.0,22,22,0,0,0,0,16,16,7.2573943777,7.2573943777,35,63,43.8,12.7749755381,163.2,0,0,0,0,0,0,0,0,1,54.75,35.0,57.0,0,0,0,0,4,667,0,17,0,28,0,0,1,8,0,0,0,0,1456253078717150.0,194620.534919879,1456253078854764.0,1456253078579529.0,Non-Tor,Browsing
10.152.152.11-184.84.234.247-55126-80-6,10.152.152.11,55126,184.84.234.247,80,6,23/02/2016 02:09:52 PM,5082537,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7870085353,1694179.0,2934256.88156252,5082367,18,5082537,2541268.5,3593655.96202593,5082367,170,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5902564015,0.1967521338,0,0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728125498799719.0,1029724948324710.0,1456250992517088.0,5082349.0,Non-Tor,Browsing
10.152.152.11-173.194.46.33-50818-80-6,10.152.152.11,50818,173.194.46.33,80,6,23/02/2016 03:11:14 PM,1477425,7,6,1380,2160,1049,0,197.1428571429,395.3700496882,1164,0,360.0,463.3150116282,2396.0607137418,8.7990930166,123118.75,290431.217279074,913812,16,1477425,246237.5,386801.32648467,913965,194,1475678,295135.6,410557.495358202,913812,582,0,0,0,0,152,132,4.7379731628,4.0611198538,0,1164,252.8571428571,408.1620826513,166596.285714286,1,2,0,5,12,0,0,0,0,272.3076923077,197.1428571429,360.0,0,0,0,0,5,2399,0,106,0,166,14600,1111,2,20,0,0,0,0,1456254675254520.0,553942.175603378,1456254676115440.0,1456254674639790.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-57823-53-17,10.152.152.11,57823,10.152.152.10,53,17,23/02/2016 02:42:26 PM,190943,2,2,76,92,38,38,38.0,0.0,54,38,46.0,11.313708499,879.8437229959,20.9486600713,63647.6666666667,110183.837173759,190877,10,56,56.0,0.0,56,56,10,10.0,0.0,10,10,0,0,0,0,16,16,10.4743300357,10.4743300357,38,54,41.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,51.5,38.0,46.0,0,0,0,0,4,879,0,19,0,23,0,0,1,8,0,0,0,0,1456252946320080.0,134923.752024986,1456252946415490.0,1456252946224680.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-53319-53-17,10.152.152.11,53319,10.152.152.10,53,17,23/02/2016 02:00:42 PM,290498,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,309.812804219,6.8847289826,290498.0,0.0,290498,290498,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3.4423644913,3.4423644913,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,0,18,0,26,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-48722-53-17,10.152.152.11,48722,10.152.152.10,53,17,23/02/2016 02:42:27 PM,213481,2,2,76,92,38,38,38.0,0.0,54,38,46.0,11.313708499,786.9552793925,18.7370304617,71160.3333333333,123202.217343412,213422,27,32,32.0,0.0,32,32,27,27.0,0.0,27,27,0,0,0,0,16,16,9.3685152309,9.3685152309,38,54,41.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,51.5,38.0,46.0,0,0,0,0,4,786,0,19,0,23,0,0,1,8,0,0,0,0,1456252947882300.0,150870.424154305,1456252947988985.0,1456252947775622.0,Non-Tor,Browsing
138.108.96.100-10.152.152.11-80-49263-6,138.108.96.100,80,10.152.152.11,49263,6,24/02/2016 12:04:36 PM,115,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17391.3043478261,115.0,0.0,115,115,115,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0,0,0,40,0,17391.3043478261,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,913,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-23.78.38.241-48314-80-6,10.152.152.11,48314,23.78.38.241,80,6,23/02/2016 02:53:30 PM,5868947,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6815532667,1956315.66666667,3388265.79167667,5868748,46,5868947,2934473.5,4149690.79362553,5868748,199,0,0.0,0.0,0,0,0,0,0,0,72,32,0.51116495,0.1703883167,0,0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126808247774.0,1029726799051840.0,1456253610626845.0,5868702.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-50186-53-17,10.152.152.11,50186,10.152.152.10,53,17,23/02/2016 02:34:38 PM,222144,2,2,100,116,50,50,50.0,0.0,66,50,58.0,11.313708499,972.3422644771,18.0063382311,74048.0,128131.92822634,222002,33,33,33.0,0.0,33,33,109,109.0,0.0,109,109,0,0,0,0,16,16,9.0031691155,9.0031691155,50,66,53.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,66.5,50.0,58.0,0,0,0,0,4,972,0,25,0,29,0,0,1,8,0,0,0,0,1456252478729526.0,156878.710474047,1456252478840456.0,1456252478618596.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-56284-53-17,10.152.152.11,56284,10.152.152.10,53,17,24/02/2016 01:52:55 PM,519360,2,2,58,74,29,29,29.0,0.0,45,29,37.0,11.313708499,254.1589648799,7.7017868145,173120.0,299772.097315611,519267,13,80,80.0,0.0,80,80,13,13.0,0.0,13,13,0,0,0,0,16,16,3.8508934073,3.8508934073,29,45,32.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,40.25,29.0,37.0,0,0,0,0,4,254,0,14,0,18,0,0,1,8,0,0,0,0,1456336375542312.0,367111.456015745,1456336375801899.0,1456336375282725.0,Non-Tor,Browsing
10.152.152.11-162.144.129.143-36071-80-6,10.152.152.11,36071,162.144.129.143,80,6,23/02/2016 02:10:00 PM,756,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2645.5026455027,756.0,0.0,756,756,756,756.0,0.0,756,756,0,0.0,0.0,0,0,0,0,0,0,40,0,2645.5026455027,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2640,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-178.255.83.1-51355-80-6,10.152.152.11,51355,178.255.83.1,80,6,23/02/2016 02:50:09 PM,3481,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,574.5475438093,3481.0,0.0,3481,3481,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,287.2737719046,287.2737719046,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1020,980,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-44605-53-17,10.152.152.11,44605,10.152.152.10,53,17,23/02/2016 02:09:56 PM,511730,1,1,32,48,32,32,32.0,0.0,48,48,48.0,0.0,156.3324409357,3.9083110234,511730.0,0.0,511730,511730,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1.9541555117,1.9541555117,32,48,37.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,56.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-62.67.193.31-36661-80-6,10.152.152.11,36661,62.67.193.31,80,6,24/02/2016 02:24:59 PM,5801075,6,4,2798,900,1460,0,466.3333333333,723.469879585,900,0,225.0,450.0,637.4680554897,1.7238184302,644563.888888889,1839502.98373151,5544726,11,5801075,1160215.0,2453513.2517269,5544726,59,256176,85392.0,147430.582251445,255630,63,0,0,0,0,132,92,1.0342910581,0.6895273721,0,1460,336.1818181818,590.6474105897,348864.363636364,1,2,0,2,9,0,0,0,0,369.8,466.3333333333,225.0,0,0,0,0,0,0,0,279,0,90,14600,1278,2,20,0,0,0,0,1274296012803731.0,514893341698175.0,1456338299774289.0,5544696.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49752-53-17,10.152.152.11,49752,10.152.152.10,53,17,24/02/2016 01:45:57 PM,393476,2,2,64,80,32,32,32.0,0.0,48,32,40.0,11.313708499,365.9689536338,10.1658042676,131158.666666667,227063.489637443,393349,51,51,51.0,0.0,51,51,76,76.0,0.0,76,76,0,0,0,0,16,16,5.0829021338,5.0829021338,32,48,35.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,44.0,32.0,40.0,0,0,0,0,4,365,0,16,0,20,0,0,1,8,0,0,0,0,1456335958018760.0,278049.942711737,1456335958215374.0,1456335957822152.0,Non-Tor,Browsing
10.152.152.11-23.77.250.32-48408-443-6,10.152.152.11,48408,23.77.250.32,443,6,23/02/2016 02:12:02 PM,5476476,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,5.6605744278,0.7303967004,1825492.0,3161569.49752935,5476158,88,5476476,2738238.0,3872328.86581189,5476388,88,0,0.0,0.0,0,0,0,0,0,0,60,20,0.5477975253,0.1825991751,0,31,6.2,13.8636214605,192.2,1,0,0,1,4,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,0,7,0,0,2008,1298,1,20,0,0,0,0,1456251128412175.0,0.0,1456251128412175.0,1456251128412175.0,Non-Tor,Browsing
10.152.152.11-54.192.95.204-38208-80-6,10.152.152.11,38208,54.192.95.204,80,6,24/02/2016 02:37:18 PM,5094436,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.5888777482,2547218.0,3601969.41645234,5094195,241,5094436,5094436.0,0.0,5094436,5094436,0,0.0,0.0,0,0,0,0,0,0,40,20,0.3925851655,0.1962925827,0,0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5831,2145,0,20,0,0,0,0,5093954.0,0.0,5093954.0,5093954.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-50581-53-17,10.152.152.11,50581,10.152.152.10,53,17,23/02/2016 02:34:43 PM,618542,2,2,64,80,32,32,32.0,0.0,48,32,40.0,11.313708499,232.8055330115,6.4668203614,206180.666666667,357045.242206549,618461,34,34,34.0,0.0,34,34,47,47.0,0.0,47,47,0,0,0,0,16,16,3.2334101807,3.2334101807,32,48,35.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,44.0,32.0,40.0,0,0,0,0,4,232,0,16,0,20,0,0,1,8,0,0,0,0,1456252483990480.0,437260.691350137,1456252484299670.0,1456252483681287.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-43039-53-17,10.152.152.11,43039,10.152.152.10,53,17,24/02/2016 02:35:24 PM,894934,1,1,32,48,32,32,32.0,0.0,48,48,48.0,0.0,89.392066901,2.2348016725,894934.0,0.0,894934,894934,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1.1174008363,1.1174008363,32,48,37.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,56.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-23.51.123.27-38132-80-6,10.152.152.11,38132,23.51.123.27,80,6,24/02/2016 02:00:59 PM,170,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11764.7058823529,170.0,0.0,170,170,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5882.3529411765,5882.3529411765,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1411,1047,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
31.13.92.14-10.152.152.11-443-55038-6,31.13.92.14,443,10.152.152.11,55038,6,23/02/2016 02:50:13 PM,138,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14492.7536231884,138.0,0.0,138,138,138,138.0,0.0,138,138,0,0.0,0.0,0,0,0,0,0,0,40,0,14492.7536231884,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,980,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-49087-53-17,10.152.152.11,49087,10.152.152.10,53,17,24/02/2016 11:49:12 AM,416941,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,235.0452462099,4.7968417594,416941.0,0.0,416941,416941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.3984208797,2.3984208797,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-217.79.188.60-59191-80-6,10.152.152.11,59191,217.79.188.60,80,6,23/02/2016 02:52:16 PM,2938898,5,5,735,2833,735,0,147.0,328.7019926925,1460,0,566.6,776.458498569,1214.0605083947,3.402635954,326544.222222222,873628.902385729,2642522,22,296376,74094.0,142279.801974841,287434,184,2938651,734662.75,1278892.65162624,2642544,380,0,0,0,0,112,112,1.701317977,1.701317977,0,1460,324.3636363636,583.062993634,339962.454545454,1,2,0,2,9,0,0,0,1,356.8,147.0,566.6,0,0,0,0,0,0,0,73,0,283,14600,1005,1,20,0,0,0,0,1456253536160930.0,155174.457011579,1456253536332470.0,1456253536036180.0,Non-Tor,Browsing
173.194.65.156-10.152.152.11-80-51742-6,173.194.65.156,80,10.152.152.11,51742,6,23/02/2016 02:02:28 PM,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1360,2640,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
66.117.28.68-10.152.152.11-80-45475-6,66.117.28.68,80,10.152.152.11,45475,6,23/02/2016 02:31:29 PM,16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,984,1023,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-191.236.16.12-60638-80-6,10.152.152.11,60638,191.236.16.12,80,6,24/02/2016 12:11:00 PM,24907232,4,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2810428714,4151205.33333333,4919211.26690134,10015704,166,24907232,8302410.66666667,2967335.32107889,10015969,4876027,20031118,10015559.0,439.820417898,10015870,10015248,0,0,0,0,80,60,0.1605959265,0.1204469449,0,0,0.0,0.0,0.0,1,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2640,1047,0,20,0,0,0,0,1456330270948499.0,8177385.54686458,1456330280963912.0,1456330260933490.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-58759-53-17,10.152.152.11,58759,10.152.152.10,53,17,24/02/2016 01:36:55 PM,297841,2,2,70,86,35,35,35.0,0.0,51,35,43.0,11.313708499,523.7693937369,13.4299844548,99280.3333333333,171857.26086591,297724,20,97,97.0,0.0,97,97,20,20.0,0.0,20,20,0,0,0,0,16,16,6.7149922274,6.7149922274,35,51,38.2,7.155417528,51.2,0,0,0,0,0,0,0,0,1,47.75,35.0,43.0,0,0,0,0,4,523,0,17,0,21,0,0,1,8,0,0,0,0,1456335415270960.0,210439.927828585,1456335415419759.0,1456335415122152.0,Non-Tor,Browsing
10.152.152.11-23.209.236.168-45685-80-6,10.152.152.11,45685,23.209.236.168,80,6,24/02/2016 11:49:53 AM,118277101,71,115,2440,110809,574,0,34.3661971831,127.9064657627,1460,0,963.5565217391,580.2559053012,957.4888041938,1.5725782795,639335.681081081,2376126.06244933,10015853,3,118276884,1689669.77142857,3640993.86421565,10016007,12,118276937,1037516.99122807,2963965.6645371,10016064,3,0,0,0,0,1432,2312,0.6002852572,0.9722930223,0,1460,605.6096256685,646.7393672525,418271.809154161,0,2,0,47,185,0,0,0,1,608.8655913979,34.3661971831,963.5565217391,0,0,0,0,49,56040,0,13,0,595,14600,1257,5,20,0,0,0,0,1456329002929909.0,22745854.842003,1456329111619946.0,1456328993343312.0,Non-Tor,Browsing
10.152.152.11-10.152.152.10-44255-53-17,10.152.152.11,44255,10.152.152.10,53,17,24/02/2016 11:57:11 AM,437886,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,219.2351433935,4.5673988207,437886.0,0.0,437886,437886,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.2836994103,2.2836994103,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
74.119.118.74-10.152.152.11-80-38617-6,74.119.118.74,80,10.152.152.11,38617,6,24/02/2016 01:45:30 PM,8,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,125000.0,125000.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,913,913,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-108.167.131.94-58678-443-6,10.152.152.11,58678,108.167.131.94,443,6,23/02/2016 02:13:00 PM,1593,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1255.4927809165,1593.0,0.0,1593,1593,1593,1593.0,0.0,1593,1593,0,0.0,0.0,0,0,0,0,0,0,40,0,1255.4927809165,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2640,0,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
10.152.152.11-173.241.240.221-57809-80-6,10.152.152.11,57809,173.241.240.221,80,6,23/02/2016 02:31:04 PM,5668950,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7055980384,1889650.0,3272878.87613107,5668845,10,5668950,2834475.0,4008404.49478343,5668845,105,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5291985288,0.1763995096,0,0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728126134938097.0,1029725847130820.0,1456252264207360.0,5668835.0,Non-Tor,Browsing
10.152.152.11-173.194.116.165-50328-443-6,10.152.152.11,50328,173.194.116.165,443,6,23/02/2016 01:54:56 PM,62035616,15,14,1338,4866,840,0,89.2,216.4325035003,1460,0,347.5714285714,519.1569666719,100.0070669081,0.4674733946,2215557.71428571,11210748.8975351,59401993,6,62035616,4431115.42857143,15826137.7922135,59402129,18,61997101,4769007.76923077,16419529.3483745,59402413,14,0,0,0,0,312,292,0.2417965834,0.2256768112,0,1460,206.8,402.0318566894,161629.613793103,0,2,0,11,28,0,0,0,0,213.9310344828,89.2,347.5714285714,0,0,0,0,10,7736,0,46,0,167,14600,1152,6,20,0,0,0,0,1456250104719401.0,19352702.2418388,1456250158878831.0,1456250096882053.0,Non-Tor,Browsing
10.152.152.11-54.77.133.42-45023-80-6,10.152.152.11,45023,54.77.133.42,80,6,23/02/2016 02:10:12 PM,5333440,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7499850003,1777813.33333333,3078339.01511389,5332373,10,5333440,2666720.0,3769802.62518053,5332373,1067,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5624887502,0.1874962501,0,0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14600,14600,0,20,0,0,0,0,728125508816388.0,1029724962136850.0,1456251012300413.0,5332363.0,Non-Tor,Browsing
10.152.152.11-173.194.112.185-43167-80-6,10.152.152.11,43167,173.194.112.185,80,6,24/02/2016 01:53:30 PM,117769147,20,19,2044,998,986,0,102.2,244.613465223,494,0,52.5263157895,123.8925916631,25.8301947283,0.3311563427,3099188.07894737,4420490.24199269,10036802,11,117768902,6198363.2631579,4460242.47749076,10036999,186,117768975,6542720.83333333,4321985.88763803,10037396,6277,0,0,0,0,412,392,0.1698237655,0.1613325772,0,986,76.05,192.3632981146,37003.6384615385,0,2,0,8,38,0,0,0,0,78.0,102.2,52.5263157895,0,0,0,0,0,0,0,52,0,25,14600,1237,4,20,0,0,0,0,1456336459068351.0,39042403.1859228,1456336528183996.0,1456336410415310.0,Non-Tor,Browsing
54.239.168.134-10.152.152.11-80-41328-6,54.239.168.134,80,10.152.152.11,41328,6,23/02/2016 02:34:20 PM,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.1304347826,21739.1304347826,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2234,5224,0,20,0,0,0,0,0.0,0.0,0.0,0.0,Non-Tor,Browsing
