Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Trojan-Zeus-00b049c57ceac124d140d4b7e629933b03d17ce31301a02b1289b85379e5eb36-2.raw,39,15,10.666667,0,216.89743,1549,39.71795,8459,216.89743,0,638,2964,42,652,772,99,634,120,176,259,47,85,47,0.029467085,0.053291537,0.029467085,3,3,18,1.0,4,0,4,4,8,6,10,0.093023255,0.0,0.093023255,0.093023255,0.18604651,0.13953489,0.23255815,138,389,221,26,24,116,0,121,86,0,8,Malware
Trojan-Zeus-00b049c57ceac124d140d4b7e629933b03d17ce31301a02b1289b85379e5eb36-4.raw,40,16,9.875,0,208.4,1555,38.875,8336,208.4,0,638,2928,43,661,710,101,606,123,177,262,45,84,45,0.028177833,0.05259862,0.028177833,3,3,18,1.0,4,0,4,4,8,6,10,0.09090909,0.0,0.09090909,0.09090909,0.18181819,0.13636364,0.22727273,138,389,221,26,24,116,0,121,86,0,8,Malware
Trojan-Zeus-00b049c57ceac124d140d4b7e629933b03d17ce31301a02b1289b85379e5eb36-8.raw,38,15,10.026316,0,213.6842,1490,39.210526,8120,213.6842,0,631,2856,41,675,682,98,598,116,175,252,44,81,44,0.02917772,0.053713527,0.02917772,3,3,18,1.0,1,0,1,1,5,3,7,0.025641026,0.0,0.025641026,0.025641026,0.12820512,0.07692308,0.17948718,138,389,221,26,24,116,0,118,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-1.raw,39,15,11.538462,0,221.84616,1569,40.23077,8652,221.84616,0,646,3016,42,660,842,99,640,120,177,259,46,84,46,0.02850062,0.05204461,0.02850062,3,3,18,1.0,4,0,4,4,8,6,10,0.093023255,0.0,0.093023255,0.093023255,0.18604651,0.13953489,0.23255815,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-10.raw,35,14,10.342857,0,214.8,1383,39.514286,7518,214.8,0,627,2626,37,604,627,88,572,107,138,223,43,77,43,0.030561479,0.05472637,0.030561479,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.114285715,0.057142857,0.14285715,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-2.raw,41,16,10.804878,0,214.36586,1622,39.560974,8789,214.36586,0,648,3074,44,673,831,103,645,126,181,267,47,87,47,0.028177459,0.052158274,0.028177459,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.13953489,0.093023255,0.18604651,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-3.raw,41,16,10.073171,0,210.39024,1613,39.341465,8626,210.39024,0,649,3010,44,675,755,103,642,126,181,267,45,85,45,0.027173912,0.051328503,0.027173912,3,3,18,1.0,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.11904762,0.071428575,0.16666667,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-4.raw,40,16,9.825,0,209.025,1564,39.1,8361,209.025,0,646,2923,43,670,703,101,608,123,178,262,45,84,45,0.028072365,0.052401748,0.028072365,3,3,18,1.0,2,0,2,2,6,4,8,0.04761905,0.0,0.04761905,0.04761905,0.14285715,0.0952381,0.1904762,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-5.raw,39,15,10.051282,0,212.76923,1538,39.435898,8298,212.76923,0,643,2903,42,688,697,100,606,119,177,261,44,82,44,0.02804334,0.05226259,0.02804334,3,3,18,1.0,3,0,3,3,7,5,9,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.21428572,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-6.raw,38,15,10.157895,0,215.1579,1500,39.473682,8176,215.1579,0,639,2862,41,684,691,98,600,116,176,252,44,81,44,0.029004615,0.053394858,0.029004615,3,3,18,1.0,3,0,3,3,7,5,9,0.07317073,0.0,0.07317073,0.07317073,0.17073171,0.12195122,0.2195122,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-7.raw,37,15,10.243243,0,215.94595,1453,39.27027,7990,215.94595,0,634,2815,40,673,672,92,596,113,161,230,43,79,43,0.029331515,0.05388813,0.029331515,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-8.raw,36,15,10.138889,0,209.66667,1386,38.5,7549,215.68571,0,627,2634,37,604,637,88,572,107,137,223,43,77,43,0.030539773,0.0546875,0.030539773,2,2,12,1.0,1,0,2,1,6,3,8,0.027027028,0.0,0.054054055,0.027027028,0.16216215,0.08108108,0.21621622,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01cf429107499a03111b964fb66d143bededbc0604415cc47a831fa8113a0d0b-9.raw,35,14,10.228572,0,214.94286,1385,39.57143,7523,214.94286,0,627,2624,37,604,624,88,572,107,138,223,43,77,43,0.030539773,0.0546875,0.030539773,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.114285715,0.057142857,0.17142858,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-1.raw,39,15,11.435898,0,221.0,1569,40.23077,8619,221.0,0,645,3005,42,655,832,99,640,120,177,259,46,84,46,0.02850062,0.05204461,0.02850062,3,3,18,1.0,5,0,5,5,9,7,11,0.11363637,0.0,0.11363637,0.11363637,0.20454545,0.1590909,0.25,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-10.raw,37,15,10.162162,0,215.32433,1452,39.243244,7967,215.32433,0,632,2817,40,668,662,92,596,113,161,230,43,79,43,0.029391661,0.053998634,0.029391661,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-2.raw,39,15,10.769231,0,217.8718,1558,39.94872,8497,217.8718,0,645,2969,42,655,779,99,634,120,177,259,46,84,46,0.028696194,0.052401748,0.028696194,3,3,18,1.0,5,0,5,5,9,7,11,0.11363637,0.0,0.11363637,0.11363637,0.20454545,0.1590909,0.25,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-3.raw,41,16,10.219512,0,211.09756,1622,39.560974,8655,211.09756,0,648,3020,44,668,766,103,645,126,181,267,47,87,47,0.028177459,0.052158274,0.028177459,3,3,18,1.0,5,0,5,5,9,7,11,0.10869565,0.0,0.10869565,0.10869565,0.19565217,0.1521739,0.23913044,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-4.raw,41,16,9.853659,0,208.46341,1613,39.341465,8547,208.46341,0,649,2983,44,670,722,103,642,126,181,267,45,85,45,0.027190331,0.051359516,0.027190331,3,3,18,1.0,5,0,5,5,9,7,11,0.10869565,0.0,0.10869565,0.10869565,0.19565217,0.1521739,0.23913044,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-5.raw,40,16,9.875,0,208.95,1564,39.1,8358,208.95,0,646,2921,43,665,703,101,608,123,178,262,45,84,45,0.028107433,0.05246721,0.028107433,3,3,18,1.0,6,0,6,6,10,8,12,0.13043478,0.0,0.13043478,0.13043478,0.2173913,0.17391305,0.26086956,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-6.raw,39,15,10.153846,0,212.15384,1530,39.23077,8274,212.15384,0,643,2898,42,680,704,100,600,119,176,257,44,82,44,0.028205128,0.052564103,0.028205128,3,3,18,1.0,8,0,8,8,12,10,14,0.17021276,0.0,0.17021276,0.17021276,0.25531915,0.21276596,0.29787233,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-7.raw,38,15,9.868421,0,210.05263,1453,38.236843,7983,215.75676,0,630,2817,40,668,662,92,596,113,161,230,43,79,43,0.029231815,0.053704962,0.029231815,3,3,18,1.0,5,0,6,5,10,7,12,0.11627907,0.0,0.13953489,0.11627907,0.23255815,0.1627907,0.27906978,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-8.raw,37,15,10.243243,0,216.0,1452,39.243244,7992,216.0,0,635,2817,40,668,668,92,596,113,161,230,43,79,43,0.02931152,0.053851396,0.02931152,3,3,18,1.0,4,0,4,4,8,6,10,0.09756098,0.0,0.09756098,0.09756098,0.19512194,0.14634146,0.24390244,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-01ded237eec204285a7463cf4e311e1db1f1915116466b4854f0c806dc9d85dd-9.raw,37,15,10.243243,0,215.86487,1452,39.243244,7987,215.86487,0,635,2823,40,668,668,92,596,113,161,230,43,79,43,0.029371586,0.05396175,0.029371586,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,120,86,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-1.raw,39,15,11.333333,0,220.05128,1560,40.0,8582,220.05128,0,636,3000,42,652,828,99,640,120,176,259,46,84,46,0.028660435,0.05233645,0.028660435,3,3,18,1.0,3,0,3,3,7,5,9,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.21428572,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-10.raw,37,15,9.918919,0,213.64865,1444,39.027027,7905,213.64865,0,623,2798,40,665,648,92,596,113,161,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,118,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-2.raw,39,15,10.589744,0,216.58974,1549,39.71795,8447,216.58974,0,636,2960,42,652,768,99,634,120,176,259,46,84,46,0.028858218,0.052697618,0.028858218,3,3,18,1.0,3,0,3,3,7,5,9,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.21428572,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-3.raw,41,16,10.097561,0,210.14635,1614,39.365852,8616,210.14635,0,640,3016,44,667,764,103,645,126,180,267,46,86,46,0.027727546,0.051838458,0.027727546,3,3,18,1.0,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.11904762,0.071428575,0.16666667,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-4.raw,41,16,9.682927,0,207.53659,1605,39.146343,8509,207.53659,0,640,2979,44,667,716,103,642,126,180,267,45,85,45,0.027322404,0.051608987,0.027322404,3,3,18,1.0,1,0,1,1,5,3,7,0.023809524,0.0,0.023809524,0.023809524,0.11904762,0.071428575,0.16666667,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-5.raw,40,16,9.775,0,208.125,1556,38.9,8325,208.125,0,637,2918,43,662,701,101,608,123,177,262,45,84,45,0.028248588,0.0527307,0.028248588,3,3,18,1.0,1,0,1,1,5,3,7,0.024390245,0.0,0.024390245,0.024390245,0.12195122,0.07317073,0.17073171,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-6.raw,39,15,9.923077,0,210.02563,1521,39.0,8191,210.02563,0,634,2881,42,657,691,100,600,119,175,257,44,82,44,0.028405422,0.052937377,0.028405422,3,3,18,1.0,3,0,3,3,7,5,9,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.21428572,138,389,221,26,24,116,0,120,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-7.raw,37,15,10.0,0,214.48648,1444,39.027027,7936,214.48648,0,621,2807,40,665,655,92,596,113,160,230,43,79,43,0.029431896,0.05407255,0.029431896,3,3,18,1.0,4,0,4,4,8,6,10,0.09756098,0.0,0.09756098,0.09756098,0.19512194,0.14634146,0.24390244,138,389,221,26,24,116,0,118,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-8.raw,37,15,10.081081,0,214.62163,1444,39.027027,7941,214.62163,0,626,2808,40,665,661,92,596,113,161,230,43,79,43,0.029492455,0.054183815,0.029492455,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,118,87,0,8,Malware
Trojan-Zeus-02a2cad4ba5957bda96a1475295af5a2f4ed76f6d095ab9de91b649e9f1580f3-9.raw,37,15,10.054054,0,214.32433,1444,39.027027,7930,214.32433,0,624,2809,40,665,655,92,596,113,161,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810811,0.054054055,0.16216215,138,389,221,26,24,116,0,118,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-1.raw,54,18,8.592592,0,168.7963,1764,32.666668,9115,168.7963,0,689,3131,52,723,867,121,658,126,185,263,51,104,51,0.028114663,0.057331864,0.028114663,11,155136,66,1.5714285,0,0,0,0,4,2,12,0.0,0.0,0.0,0.0,0.074074075,0.037037037,0.22222222,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-10.raw,38,15,10.210526,0,208.55263,1468,38.63158,7926,214.21622,0,638,2712,39,628,708,93,614,113,148,247,44,80,44,0.029649597,0.053908356,0.029649597,8,114800,48,2.0,0,0,1,0,5,2,7,0.0,0.0,0.02631579,0.0,0.13157895,0.05263158,0.18421052,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-2.raw,45,18,10.0,0,198.55556,1656,36.8,8936,203.09091,0,665,3048,46,697,860,108,668,126,185,281,47,90,47,0.027630804,0.052910052,0.027630804,11,152377,66,1.8333334,1,0,2,1,6,3,9,0.02173913,0.0,0.04347826,0.02173913,0.13043478,0.06521739,0.19565217,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-3.raw,47,19,9.382978,0,193.08511,1720,36.595745,9076,197.30435,0,670,3097,48,710,834,112,677,132,189,289,47,92,47,0.02668938,0.052243043,0.02668938,11,152371,66,1.8333334,6,0,7,6,11,8,14,0.11320755,0.0,0.13207547,0.11320755,0.20754717,0.1509434,0.26415095,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-4.raw,47,19,10.25532,0,195.91489,1711,36.404255,9209,200.19565,0,670,3172,48,710,906,112,674,132,190,289,47,92,47,0.026841804,0.052541405,0.026841804,11,152368,66,1.8333334,4,0,5,4,9,6,12,0.078431375,0.0,0.09803922,0.078431375,0.1764706,0.11764706,0.23529412,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-5.raw,46,19,9.282609,0,193.23914,1680,36.52174,8890,197.55556,0,663,3028,47,712,791,111,662,132,190,287,47,91,47,0.027405247,0.053061225,0.027405247,11,152369,66,1.8333334,4,0,5,4,9,6,12,0.08,0.0,0.1,0.08,0.18,0.12,0.24,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-6.raw,41,16,10.04878,0,208.90244,1579,38.512196,8566,214.15,0,647,2961,43,704,764,99,644,122,172,263,44,83,44,0.027431421,0.051745635,0.027431421,9,114801,54,1.8,3,0,4,3,8,5,10,0.06818182,0.0,0.09090909,0.06818182,0.18181819,0.11363637,0.22727273,138,389,221,26,24,116,0,121,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-7.raw,40,16,10.075,0,210.475,1540,38.5,8420,215.89743,0,641,2908,42,700,748,97,638,119,171,254,44,82,44,0.02833226,0.05280103,0.02833226,9,114801,54,1.8,3,0,4,3,8,5,10,0.069767445,0.0,0.093023255,0.069767445,0.18604651,0.11627907,0.23255815,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-8.raw,40,16,9.95,0,209.825,1540,38.5,8394,215.23077,0,643,2899,42,700,737,97,638,119,171,254,44,82,44,0.028423773,0.052971575,0.028423773,9,114801,54,1.8,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-9.raw,40,16,10.05,0,209.45,1540,38.5,8379,214.84616,0,640,2900,42,700,740,97,638,119,171,254,44,82,44,0.028478963,0.053074434,0.028478963,9,114801,54,1.8,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-1.raw,32,13,12.1875,0,192.1875,1175,36.71875,6150,192.1875,0,566,1914,33,427,652,81,406,92,87,186,35,66,35,0.028949546,0.05459057,0.028949546,2,2,12,1.0,3,0,3,3,7,5,8,0.08571429,0.0,0.08571429,0.08571429,0.2,0.14285715,0.22857143,137,385,220,26,23,114,0,116,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-10.raw,36,14,10.0,0,212.80556,1422,39.5,7661,212.80556,0,612,2721,39,652,613,89,539,110,150,226,41,76,41,0.028043777,0.051983584,0.028043777,3,3,18,1.0,1,0,1,1,5,3,6,0.027027028,0.0,0.027027028,0.027027028,0.13513513,0.08108108,0.16216215,138,389,221,26,24,116,0,119,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-2.raw,32,13,12.1875,0,193.3125,1177,36.78125,6186,193.3125,0,567,1936,33,435,656,81,406,92,87,186,36,67,36,0.02970297,0.05528053,0.02970297,2,2,12,1.0,1,0,1,1,5,3,6,0.03030303,0.0,0.03030303,0.03030303,0.15151516,0.09090909,0.18181819,137,385,220,26,23,114,0,116,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-3.raw,32,13,10.5625,0,184.65625,1177,36.78125,5909,184.65625,0,558,1863,33,435,553,81,406,92,87,186,36,67,36,0.02970297,0.05528053,0.02970297,2,2,12,1.0,1,0,1,1,5,3,6,0.03030303,0.0,0.03030303,0.03030303,0.15151516,0.09090909,0.18181819,137,385,220,26,23,114,0,116,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-4.raw,32,13,10.15625,0,182.46875,1177,36.78125,5839,182.46875,0,558,1836,33,435,516,81,406,92,87,186,36,67,36,0.02970297,0.05528053,0.02970297,2,2,12,1.0,1,0,1,1,5,3,6,0.03030303,0.0,0.03030303,0.03030303,0.15151516,0.09090909,0.18181819,137,385,220,26,23,114,0,116,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-5.raw,31,13,10.903226,0,195.16129,1190,38.387096,6050,195.16129,0,562,1961,32,449,553,79,417,89,88,181,38,68,38,0.030969845,0.055419724,0.030969845,2,2,12,1.0,1,0,1,1,5,3,6,0.03125,0.0,0.03125,0.03125,0.15625,0.09375,0.1875,137,378,219,26,21,110,0,113,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-6.raw,34,13,10.764706,0,202.29411,1296,38.117645,6878,202.29411,0,579,2353,36,536,606,85,472,102,109,201,39,72,39,0.029235382,0.05397301,0.029235382,2,2,12,1.0,1,0,1,1,5,3,7,0.028571429,0.0,0.028571429,0.028571429,0.14285715,0.08571429,0.2,138,389,221,26,24,116,0,117,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-7.raw,34,13,10.382353,0,204.61765,1306,38.411766,6957,204.61765,0,583,2399,36,565,583,85,487,102,109,201,38,71,38,0.028294861,0.052866716,0.028294861,2,2,12,1.0,1,0,1,1,5,3,7,0.028571429,0.0,0.028571429,0.028571429,0.14285715,0.08571429,0.2,138,389,221,26,24,116,0,117,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-8.raw,34,13,10.235294,0,209.0,1334,39.235294,7106,209.0,0,603,2458,36,578,584,85,503,103,122,210,42,75,42,0.030545454,0.054545455,0.030545454,2,2,12,1.0,1,0,1,1,5,3,6,0.028571429,0.0,0.028571429,0.028571429,0.14285715,0.08571429,0.17142858,138,389,221,26,24,116,0,118,88,0,8,Malware
Trojan-Zeus-02b4c2a77fb2b63984a2df6d2334b31b0ae0974438b148eb0b0b97e1b955e121-9.raw,36,14,10.027778,0,212.88889,1419,39.416668,7664,212.88889,0,612,2715,39,651,617,89,538,110,148,222,41,76,41,0.028101439,0.052090473,0.028101439,3,3,18,1.0,1,0,1,1,5,3,6,0.027027028,0.0,0.027027028,0.027027028,0.13513513,0.08108108,0.16216215,138,389,221,26,24,116,0,119,88,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-1.raw,39,15,11.615385,0,224.48718,1589,40.74359,8755,224.48718,0,644,3044,42,668,850,100,654,123,179,263,47,85,47,0.028746177,0.051987767,0.028746177,6,3,36,1.0,3,0,3,3,7,5,9,0.071428575,0.0,0.071428575,0.071428575,0.16666667,0.11904762,0.21428572,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-10.raw,35,14,10.428572,0,218.48572,1405,40.142857,7647,218.48572,0,627,2665,37,612,642,89,586,110,140,227,44,78,44,0.030790763,0.054583624,0.030790763,6,2,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.114285715,0.057142857,0.17142858,138,389,221,26,24,116,0,119,87,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-2.raw,41,16,10.560976,0,215.51219,1642,40.048782,8836,215.51219,0,649,3081,44,681,805,104,657,129,185,271,48,88,48,0.028419184,0.052101836,0.028419184,6,3,36,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.13953489,0.093023255,0.18604651,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-3.raw,41,16,10.268292,0,213.43903,1633,39.82927,8751,213.43903,0,647,3049,44,683,771,104,656,129,183,271,46,86,46,0.027429935,0.051282052,0.027429935,6,3,36,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-4.raw,41,16,9.95122,0,211.87805,1633,39.82927,8687,211.87805,0,650,3024,44,683,738,104,656,129,183,271,46,86,46,0.027495516,0.051404662,0.027495516,6,3,36,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.09756098,0.04878049,0.14634146,138,389,221,26,24,116,0,122,87,0,8,Malware
Trojan-Zeus-02bfa1f23794f0f719f76a965d49ed319023f7dca2ad14282e24267f50d09f4d-5.raw,38,15,10.342105,0,217.76315,1511,39.763157,8275,217.76315,0,635,2912,41,685,703,95,616,119,164,243,44,81,44,0.028515877,0.05249514,0.028515877,6,3,36,1.0,3,0,3,3,7,5,9,0.07317073,0.0,0.07317073,0.07317073,0.17073171,0.12195122,0.2195122,138,389,221,26,24,116,0,121,87,0,8,Malware
